,0
1356,76.1
1357,76.3
1358,76.3
1359,76.5
1360,76.5
1361,76.7
1362,76.7
1363,76.7
1364,77.0
1365,77.0
1366,77.2
1367,77.3
1368,77.3
1369,77.5
1370,77.5
1371,77.5
1372,77.7
1373,77.7
1374,77.9
1375,77.9
1376,77.9
1377,77.9
1378,78.1
1379,78.1
1380,78.1
1381,78.1
1382,78.1
1383,78.2
1384,78.2
1385,78.2
1386,78.4
1387,78.4
1388,78.4
1389,78.4
1390,78.4
1391,78.4
1392,78.6
1393,78.6
1394,78.6
1395,78.6
1396,78.6
1397,78.6
1398,78.8
1399,78.6
1400,78.2
1401,78.1
1402,77.9
1403,77.7
1404,77.5
1405,77.2
1406,76.8
1407,76.5
1408,76.1
1409,76.0
1410,75.8
1411,75.6
1412,75.4
1413,75.4
1414,75.3
1415,75.1
1416,75.1
1417,74.9
1418,74.9
1419,75.1
1420,75.6
1421,76.0
1422,76.3
1423,76.5
1424,76.7
1425,76.8
1426,77.0
1427,77.2
1428,77.3
1429,77.5
1430,77.7
1431,77.9
1432,77.9
1433,78.1
1434,78.2
1435,78.4
1436,78.4
1437,78.6
1438,78.8
1439,78.8
1440,78.9
1441,78.9
1442,78.9
1443,79.1
1444,79.1
1445,79.3
1446,79.3
1447,79.3
1448,79.3
1449,79.5
1450,79.5
1451,79.5
1452,79.5
1453,79.6
1454,79.6
1455,79.6
1456,79.6
1457,79.6
1458,79.6
1459,79.8
1460,79.8
1461,79.8
1462,79.8
1463,79.8
1464,80.0
1465,80.0
1466,80.0
1467,80.0
1468,80.0
1469,80.0
1470,80.2
1471,80.2
1472,80.2
1473,80.2
1474,80.2
1475,80.2
1476,80.2
1477,80.3
1478,80.3
1479,80.3
1480,80.3
1481,80.3
1482,80.3
1483,80.3
1484,80.3
1485,80.5
1486,80.5
1487,80.5
1488,80.5
1489,80.5
1490,80.5
1491,80.5
1492,80.5
1493,80.7
1494,80.7
1495,80.7
1496,80.7
1497,80.7
1498,80.7
1499,80.9
1500,80.9
1501,80.9
1502,80.9
1503,81.1
1504,81.1
1505,81.1
1506,81.1
1507,81.1
1508,81.2
1509,81.2
1510,81.4
1511,81.4
1512,81.4
1513,81.4
1514,81.6
1515,81.6
1516,81.6
1517,81.8
1518,81.8
1519,81.8
1520,81.9
1521,81.9
1522,81.9
1523,82.1
1524,82.1
1525,82.1
1526,82.3
1527,82.3
1528,82.5
1529,82.5
1530,82.5
1531,82.6
1532,82.6
1533,82.6
1534,82.8
1535,82.8
1536,82.8
1537,82.8
1538,82.8
1539,82.8
1540,82.8
1541,82.8
1542,82.8
1543,83.0
1544,83.0
1545,83.0
1546,83.0
1547,83.0
1548,83.0
1549,83.0
1550,83.0
1551,83.2
1552,83.2
1553,83.2
1554,83.2
1555,83.2
1556,83.2
1557,83.2
1558,83.2
1559,83.2
1560,83.2
1561,83.2
1562,83.2
1563,83.2
1564,83.2
1565,83.3
1566,83.3
1567,83.3
1568,83.3
1569,83.3
1570,83.3
1571,83.3
1572,83.3
1573,83.3
1574,83.3
1575,83.3
1576,83.3
1577,83.3
1578,83.3
1579,83.3
1580,83.3
1581,83.3
1582,83.3
1583,83.3
1584,82.8
1585,82.1
1586,81.4
1587,80.5
1588,80.2
1589,79.6
1590,79.5
1591,79.1
1592,78.8
1593,78.6
1594,78.4
1595,78.1
1596,77.9
1597,77.7
1598,77.5
1599,77.3
1600,77.2
1601,77.0
1602,77.0
1603,76.8
1604,76.7
1605,76.5
1606,76.7
1607,76.8
1608,76.8
1609,76.8
1610,76.8
1611,76.8
1612,76.7
1613,76.5
1614,76.3
1615,76.0
1616,76.0
1617,76.0
1618,75.8
1619,75.6
1620,75.6
1621,75.6
1622,75.4
1623,75.4
1624,75.6
1625,75.6
1626,75.8
1627,75.8
1628,75.6
1629,75.6
1630,75.6
1631,75.6
1632,75.6
1633,75.6
1634,75.4
1635,75.4
1636,76.1
1637,76.5
1638,76.7
1639,76.8
1640,77.0
1641,77.3
1642,77.3
1643,77.5
1644,77.7
1645,77.9
1646,77.9
1647,78.1
1648,78.1
1649,78.2
1650,78.2
1651,78.4
1652,78.4
1653,78.6
1654,78.8
1655,78.8
1656,78.8
1657,78.9
1658,79.1
1659,79.1
1660,79.1
1661,79.3
1662,79.3
1663,79.5
1664,79.5
1665,79.5
1666,79.5
1667,79.6
1668,79.6
1669,79.6
1670,79.6
1671,79.8
1672,79.8
1673,79.8
1674,79.8
1675,80.0
1676,80.0
1677,80.0
1678,80.0
1679,80.0
1680,80.0
1681,79.6
1682,78.6
1683,77.9
1684,77.3
1685,77.0
1686,76.8
1687,76.7
1688,76.5
1689,76.3
1690,76.1
1691,76.0
1692,75.6
1693,75.4
1694,75.4
1695,75.3
1696,75.1
1697,75.1
1698,74.9
1699,74.9
1700,74.7
1701,74.7
1702,74.9
1703,75.1
1704,75.1
1705,75.3
1706,75.3
1707,75.3
1708,75.3
1709,75.3
1710,75.1
1711,74.9
1712,74.4
1713,74.2
1714,74.1
1715,74.1
1716,74.1
1717,74.1
1718,74.1
1719,74.2
1720,74.6
1721,74.6
1722,74.7
1723,74.7
1724,74.7
1725,74.7
1726,74.7
1727,74.7
1728,74.7
1729,74.7
1730,74.7
1731,74.9
1732,75.4
1733,75.6
1734,75.8
1735,76.1
1736,76.1
1737,76.3
1738,76.5
1739,76.7
1740,76.7
1741,76.8
1742,76.8
1743,76.8
1744,77.0
1745,77.0
1746,77.2
1747,77.3
1748,77.5
1749,78.1
1750,78.1
1751,78.1
1752,78.2
1753,78.2
1754,78.4
1755,78.6
1756,78.8
1757,78.8
1758,78.9
1759,78.9
1760,78.9
1761,79.1
1762,79.1
1763,79.3
1764,79.3
1765,79.3
1766,79.5
1767,79.5
1768,79.5
1769,79.5
1770,79.6
1771,79.6
1772,79.6
1773,79.8
1774,79.8
1775,79.8
1776,79.8
1777,79.5
1778,78.6
1779,77.7
1780,77.3
1781,76.8
1782,76.5
1783,76.1
1784,76.0
1785,75.8
1786,75.6
1787,75.4
1788,75.3
1789,75.1
1790,74.9
1791,74.9
1792,74.7
1793,74.7
1794,74.6
1795,74.4
1796,74.4
1797,74.2
1798,74.6
1799,74.7
1800,74.7
1801,74.7
1802,74.7
1803,74.9
1804,74.9
1805,74.9
1806,74.7
1807,74.4
1808,74.2
1809,73.9
1810,73.9
1811,73.9
1812,74.1
1813,73.9
1814,74.1
1815,74.1
1816,74.4
1817,74.4
1818,74.6
1819,74.4
1820,74.6
1821,74.6
1822,74.6
1823,74.4
1824,74.4
1825,74.4
1826,74.4
1827,74.6
1828,75.1
1829,75.4
1830,75.6
1831,75.8
1832,76.0
1833,76.1
1834,76.1
1835,76.3
1836,76.3
1837,76.5
1838,76.5
1839,76.7
1840,76.8
1841,77.0
1842,77.0
1843,77.2
1844,77.2
1845,77.3
1846,77.3
1847,77.3
1848,77.5
1849,77.5
1850,77.5
1851,77.7
1852,77.7
1853,77.7
1854,77.9
1855,77.9
1856,77.9
1857,77.9
1858,77.9
1859,78.1
1860,78.1
1861,78.1
1862,78.1
1863,78.1
1864,78.1
1865,78.1
1866,78.2
1867,78.2
1868,78.2
1869,78.2
1870,78.2
1871,78.2
1872,78.2
1873,78.2
1874,77.9
1875,77.0
1876,76.5
1877,76.1
1878,75.8
1879,75.6
1880,75.3
1881,75.1
1882,74.9
1883,74.7
1884,74.6
1885,74.6
1886,74.4
1887,74.2
1888,74.2
1889,74.1
1890,74.1
1891,73.9
1892,73.9
1893,73.9
1894,74.1
1895,74.2
1896,74.2
1897,74.4
1898,74.4
1899,74.4
1900,74.4
1901,74.4
1902,74.2
1903,74.1
1904,73.9
1905,74.1
1906,73.9
1907,73.9
1908,73.9
1909,73.9
1910,73.9
1911,73.9
1912,73.9
1913,74.2
1914,74.2
1915,74.2
1916,74.2
1917,74.2
1918,74.2
1919,74.2
1920,74.2
1921,74.2
1922,74.2
1923,74.2
1924,74.7
1925,74.9
1926,75.1
1927,75.3
1928,75.4
1929,75.4
1930,75.6
1931,75.8
1932,75.8
1933,76.0
1934,76.0
1935,76.1
1936,76.1
1937,76.3
1938,76.3
1939,76.3
1940,76.5
1941,76.7
1942,76.8
1943,76.8
1944,77.0
1945,77.0
1946,77.2
1947,77.3
1948,77.3
1949,77.5
1950,77.5
1951,77.5
1952,77.7
1953,77.7
1954,77.7
1955,77.9
1956,77.9
1957,77.9
1958,78.1
1959,78.1
1960,78.1
1961,78.1
1962,78.2
1963,78.2
1964,78.2
1965,78.2
1966,78.4
1967,78.4
1968,78.4
1969,78.4
1970,77.9
1971,77.2
1972,76.5
1973,76.1
1974,75.8
1975,75.6
1976,75.4
1977,75.1
1978,74.9
1979,74.7
1980,74.7
1981,74.7
1982,74.4
1983,74.4
1984,74.4
1985,74.2
1986,74.16666666666667
1987,74.13333333333333
1988,74.1
1989,74.1
1990,74.4
1991,74.6
1992,74.6
1993,74.7
1994,74.7
1995,74.7
1996,74.6
1997,74.4
1998,74.2
1999,74.1
2000,74.1
2001,74.1
2002,73.9
2003,74.1
2004,74.1
2005,74.1
2006,74.2
2007,74.4
2008,74.4
2009,74.6
2010,74.6
2011,74.7
2012,74.7
2013,74.6
2014,74.6
2015,74.6
2016,74.6
2017,74.6
2018,74.6
2019,74.6
2020,75.1
2021,75.3
2022,75.4
2023,75.6
2024,75.8
2025,76.0
2026,76.0
2027,76.1
2028,76.1
2029,76.1
2030,76.1
2031,76.3
2032,76.3
2033,76.3
2034,76.5
2035,76.5
2036,76.7
2037,76.8
2038,76.8
2039,77.0
2040,77.2
2041,77.2
2042,77.3
2043,77.3
2044,77.3
2045,77.5
2046,77.5
2047,77.7
2048,77.7
2049,77.7
2050,77.9
2051,77.9
2052,78.1
2053,78.1
2054,78.1
2055,78.1
2056,78.2
2057,78.2
2058,78.2
2059,78.4
2060,78.4
2061,78.4
2062,78.4
2063,78.6
2064,78.6
2065,78.6
2066,78.8
2067,78.8
2068,78.6
2069,78.1
2070,77.5
2071,77.0
2072,76.7
2073,76.5
2074,76.3
2075,76.0
2076,76.0
2077,75.8
2078,75.6
2079,75.4
2080,75.4
2081,75.3
2082,75.3
2083,75.1
2084,75.1
2085,74.9
2086,74.9
2087,74.9
2088,74.9
2089,74.9
2090,74.7
2091,74.7
2092,75.3
2093,75.6
2094,75.8
2095,75.8
2096,76.0
2097,76.1
2098,76.1
2099,76.3
2100,76.5
2101,76.5
2102,76.7
2103,76.7
2104,76.8
2105,76.8
2106,76.8
2107,77.0
2108,77.2
2109,77.3
2110,77.3
2111,77.5
2112,77.5
2113,77.5
2114,77.5
2115,77.5
2116,77.7
2117,77.7
2118,77.7
2119,77.7
2120,77.7
2121,77.7
2122,77.7
2123,77.7
2124,77.9
2125,78.1
2126,78.2
2127,78.2
2128,78.30000000000003
2129,78.4
2130,78.4
2131,78.4
2132,78.4
2133,78.6
2134,78.6
2135,78.6
2136,78.6
2137,78.6
