,0
2138,78.6
2139,78.8
2140,78.8
2141,78.8
2142,78.8
2143,78.8
2144,78.8
2145,78.8
2146,78.8
2147,78.8
2148,78.8
2149,78.9
2150,78.9
2151,78.9
2152,78.9
2153,78.9
2154,78.9
2155,78.9
2156,78.9
2157,78.9
2158,79.1
2159,78.9
2160,79.1
2161,79.1
2162,79.1
2163,79.1
2164,79.1
2165,79.1
2166,79.1
2167,79.1
2168,79.1
2169,79.1
2170,79.1
2171,79.1
2172,79.1
2173,78.9
2174,78.9
2175,78.9
2176,78.9
2177,78.9
2178,78.9
2179,78.8
2180,78.8
2181,78.8
2182,78.8
2183,78.8
2184,78.8
2185,78.8
2186,78.8
2187,78.8
2188,78.8
2189,78.8
2190,78.9
2191,78.9
2192,78.9
2193,78.9
2194,79.1
2195,79.1
2196,79.1
2197,79.3
2198,79.3
2199,79.3
2200,79.5
2201,79.5
2202,79.5
2203,79.6
2204,79.6
2205,79.69999999999997
2206,79.8
2207,79.8
2208,79.8
2209,79.8
2210,79.8
2211,79.8
2212,79.8
2213,79.8
2214,79.8
2215,80.0
2216,80.0
2217,79.8
2218,79.8
2219,79.8
2220,79.8
2221,79.8
2222,79.8
2223,79.8
2224,79.8
2225,79.8
2226,79.8
2227,79.8
2228,79.8
2229,79.8
2230,79.8
2231,79.8
2232,80.0
2233,80.0
2234,80.0
2235,80.0
2236,80.0
2237,80.2
2238,80.2
2239,80.2
2240,80.3
2241,80.3
2242,80.3
2243,80.3
2244,80.3
2245,80.3
2246,80.5
2247,80.5
2248,80.5
2249,80.7
2250,80.7
2251,80.7
2252,80.7
2253,80.9
2254,80.9
2255,80.9
2256,80.3
2257,79.5
2258,78.9
2259,78.4
2260,78.1
2261,77.69999999999997
2262,77.3
2263,77.0
2264,77.0
2265,76.8
2266,76.7
2267,76.5
2268,76.5
2269,76.3
2270,76.3
2271,76.1
2272,76.0
2273,76.0
2274,76.0
2275,75.8
2276,75.6
2277,75.6
2278,75.8
2279,75.8
2280,76.0
2281,76.0
2282,76.0
2283,76.1
2284,76.0
2285,75.8
2286,75.6
2287,75.3
2288,75.4
2289,75.3
2290,75.1
2291,75.1
2292,75.1
2293,75.1
2294,75.1
2295,75.1
2296,75.3
2297,75.4
2298,75.4
2299,75.6
2300,75.4
2301,75.6
2302,75.6
2303,75.6
2304,75.6
2305,75.4
2306,75.4
2307,75.4
2308,76.1
2309,76.5
2310,76.7
2311,76.8
2312,77.0
2313,77.2
2314,77.3
2315,77.5
2316,77.5
2317,77.5
2318,77.7
2319,77.7
2320,77.7
2321,77.9
2322,77.9
2323,77.9
2324,78.1
2325,78.1
2326,78.2
2327,78.2
2328,78.2
2329,78.4
2330,78.4
2331,78.4
2332,78.6
2333,78.6
2334,78.6
2335,78.6
2336,78.8
2337,78.8
2338,78.8
2339,78.8
2340,78.9
2341,78.9
2342,78.9
2343,78.9
2344,79.1
2345,79.1
2346,79.1
2347,79.1
2348,79.1
2349,79.3
2350,79.3
2351,79.3
2352,79.5
2353,79.3
2354,78.6
2355,77.9
2356,77.3
2357,77.0
2358,76.8
2359,76.5
2360,76.3
2361,76.1
2362,76.0
2363,75.8
2364,75.6
2365,75.4
2366,75.3
2367,75.3
2368,75.1
2369,74.9
2370,74.9
2371,74.9
2372,74.7
2373,74.80000000000003
2374,74.9
2375,75.1
2376,75.3
2377,75.3
2378,75.4
2379,75.4
2380,75.4
2381,75.3
2382,75.1
2383,74.7
2384,74.6
2385,74.6
2386,74.4
2387,74.4
2388,74.4
2389,74.4
2390,74.4
2391,74.6
2392,74.7
2393,74.7
2394,74.9
2395,74.9
2396,75.1
2397,75.1
2398,75.1
2399,75.1
2400,75.1
2401,75.1
2402,75.1
2403,75.3
2404,76.1
2405,76.3
2406,76.5
2407,76.7
2408,76.8
2409,77.0
2410,77.0
2411,77.2
2412,77.3
2413,77.3
2414,77.3
2415,77.5
2416,77.5
2417,77.5
2418,77.5
2419,77.5
2420,77.7
2421,77.9
2422,78.05000000000003
2423,78.2
2424,78.2
2425,78.2
2426,78.4
2427,78.4
2428,78.6
2429,78.8
2430,78.8
2431,78.8
2432,78.8
2433,78.9
2434,78.9
2435,78.9
2436,79.1
2437,79.1
2438,79.3
2439,79.3
2440,79.3
2441,79.3
2442,79.5
2443,79.5
2444,79.5
2445,79.6
2446,79.6
2447,79.6
2448,79.6
2449,78.9
2450,78.2
2451,77.5
2452,77.3
2453,76.8
2454,76.3
2455,76.1
2456,76.0
2457,75.8
2458,75.6
2459,75.6
2460,75.4
2461,75.3
2462,75.19999999999997
2463,75.1
2464,75.0
2465,74.9
2466,74.9
2467,74.9
2468,74.7
2469,74.7
2470,74.9
2471,75.3
2472,75.3
2473,75.4
2474,75.4
2475,75.4
2476,75.3
2477,75.1
2478,74.9
2479,74.7
2480,74.6
2481,74.4
2482,74.4
2483,74.2
2484,74.4
2485,74.6
2486,74.7
2487,74.9
2488,75.1
2489,75.1
2490,75.1
2491,75.1
2492,75.3
2493,75.3
2494,75.1
2495,74.9
2496,74.9
2497,74.9
2498,74.9
2499,75.1
2500,76.0
2501,76.3
2502,76.5
2503,76.7
2504,76.8
2505,77.0
2506,77.0
2507,77.2
2508,77.3
2509,77.3
2510,77.3
2511,77.5
2512,77.5
2513,77.6
2514,77.7
2515,77.7
2516,77.7
2517,78.1
2518,78.1
2519,78.2
2520,78.2
2521,78.4
2522,78.4
2523,78.6
2524,78.66666666666666
2525,78.73333333333333
2526,78.8
2527,78.8
2528,78.8
2529,78.9
2530,78.9
2531,79.1
2532,79.1
2533,79.1
2534,79.1
2535,79.3
2536,79.3
2537,79.3
2538,79.5
2539,79.5
2540,79.5
2541,79.6
2542,79.6
2543,79.6
2544,79.6
2545,79.6
2546,78.9
2547,78.2
2548,77.5
2549,77.0
2550,76.7
2551,76.5
2552,76.1
2553,76.0
2554,75.8
2555,75.4
2556,75.3
2557,75.19999999999997
2558,75.1
2559,74.9
2560,74.7
2561,74.6
2562,74.6
2563,74.6
2564,74.4
2565,74.6
2566,74.9
2567,75.1
2568,75.3
2569,75.3
2570,75.4
2571,75.4
2572,75.3
2573,75.3
2574,74.9
2575,74.6
2576,74.6
2577,74.4
2578,74.4
2579,74.4
2580,74.4
2581,74.2
2582,74.4
2583,74.2
2584,74.6
2585,74.6
2586,74.6
2587,74.6
2588,74.6
2589,74.7
2590,74.6
2591,74.7
2592,74.6
2593,74.6
2594,74.7
2595,74.9
2596,75.3
2597,75.7
2598,76.1
2599,76.3
2600,76.5
2601,76.5
2602,76.7
2603,76.8
2604,76.8
2605,77.0
2606,77.0
2607,77.0
2608,77.0
2609,77.2
2610,77.3
2611,77.3
2612,77.3
2613,77.5
2614,77.5
2615,77.7
2616,77.7
2617,77.7
2618,77.9
2619,77.9
2620,78.0
2621,78.1
2622,78.1
2623,78.2
2624,78.2
2625,78.2
2626,78.4
2627,78.4
2628,78.4
2629,78.4
2630,78.6
2631,78.6
2632,78.6
2633,78.6
2634,78.6
2635,78.8
2636,78.8
2637,78.8
2638,78.8
2639,78.8
2640,78.8
2641,78.9
2642,78.8
2643,77.9
2644,77.0
2645,76.3
2646,76.0
2647,75.8
2648,75.6
2649,75.3
2650,75.1
2651,74.9
2652,74.6
2653,74.4
2654,74.4
2655,74.2
2656,74.2
2657,74.1
2658,74.1
2659,74.1
2660,73.9
2661,73.7
2662,74.15
2663,74.6
2664,74.6
2665,74.6
2666,74.6
2667,74.7
2668,74.7
2669,74.7
2670,74.4
2671,74.1
2672,74.1
2673,74.1
2674,74.1
2675,74.1
2676,74.1
2677,74.1
2678,74.2
2679,74.2
2680,74.4
2681,74.7
2682,74.6
2683,74.6
2684,74.6
2685,74.6
2686,74.4
2687,74.4
2688,74.6
2689,74.4
2690,74.4
2691,74.6
2692,75.1
2693,75.4
2694,75.6
2695,75.8
2696,76.0
2697,76.1
2698,76.1
2699,76.3
2700,76.3
2701,76.5
2702,76.5
2703,76.5
2704,76.7
2705,76.7
2706,76.8
2707,77.0
2708,77.2
2709,77.2
2710,77.3
2711,77.3
2712,77.5
2713,77.5
2714,77.7
2715,77.7
2716,77.7
2717,77.9
2718,77.9
2719,78.1
2720,78.1
2721,78.1
2722,78.1
2723,78.2
2724,78.2
2725,78.2
2726,78.4
2727,78.4
2728,78.4
2729,78.4
2730,78.4
2731,78.6
2732,78.6
2733,78.6
2734,78.6
2735,78.6
2736,78.8
2737,78.8
2738,78.79999999999998
2739,78.8
2740,78.8
2741,78.8
2742,78.9
2743,78.89999999999998
2744,78.6
2745,78.1
2746,77.9
2747,77.7
2748,77.3
2749,77.2
2750,77.0
2751,76.7
2752,76.3
2753,76.09999999999998
2754,76.0
2755,75.8
2756,75.6
2757,75.4
2758,75.4
2759,75.3
2760,75.3
2761,75.3
2762,75.1
2763,75.1
2764,75.8
2765,76.05
2766,76.3
2767,76.3
2768,76.5
2769,76.5
2770,76.7
2771,76.8
2772,77.0
2773,77.0
2774,77.0
2775,77.0
2776,77.0
2777,77.0
2778,77.2
2779,77.2
2780,77.3
2781,77.3
2782,77.3
2783,77.3
2784,77.3
2785,77.3
2786,77.5
2787,77.7
2788,77.7
2789,77.9
2790,77.9
2791,78.1
2792,78.1
2793,78.2
2794,78.2
2795,78.2
2796,78.4
2797,78.4
2798,78.4
2799,78.6
2800,78.6
2801,78.6
2802,78.6
2803,78.8
2804,78.8
2805,78.8
2806,78.8
2807,78.9
2808,78.9
2809,78.9
2810,78.9
2811,78.9
2812,79.1
2813,79.1
2814,79.1
2815,79.1
2816,79.1
2817,79.1
2818,79.1
2819,79.3
2820,79.3
2821,79.3
2822,79.3
2823,79.3
2824,79.3
2825,79.5
2826,79.5
2827,79.5
2828,79.5
2829,79.5
2830,79.5
2831,79.6
2832,79.6
2833,79.6
2834,79.6
2835,79.6
2836,79.8
2837,79.8
2838,79.8
2839,79.8
2840,80.0
2841,80.0
2842,80.0
2843,80.0
2844,80.0
2845,80.2
2846,80.2
2847,80.2
2848,80.2
2849,80.2
2850,80.3
2851,80.3
2852,80.3
2853,80.3
2854,80.3
2855,80.5
2856,80.5
2857,80.5
2858,80.5
2859,80.5
2860,80.5
2861,80.5
2862,80.5
2863,80.7
2864,80.7
2865,80.7
2866,80.7
2867,80.7
2868,80.7
2869,80.9
2870,80.9
2871,80.9
2872,80.9
2873,80.9
2874,80.9
2875,80.9
2876,81.1
2877,81.1
2878,81.1
2879,81.2
2880,81.2
2881,81.2
2882,81.2
2883,81.2
2884,81.2
2885,81.2
2886,81.4
2887,81.4
2888,81.4
2889,81.4
2890,81.4
2891,81.4
2892,81.6
2893,81.6
2894,81.6
2895,81.6
2896,81.6
2897,81.6
2898,81.6
2899,81.6
2900,81.6
2901,81.6
2902,81.6
2903,81.6
2904,81.6
2905,81.6
2906,81.8
2907,81.8
2908,81.8
2909,81.8
2910,81.8
2911,81.8
2912,81.8
2913,81.8
2914,81.8
2915,81.8
2916,81.8
2917,81.8
2918,81.8
2919,81.8
2920,81.9
2921,81.9
2922,81.8
2923,81.8
2924,81.9
2925,81.9
2926,81.9
2927,81.8
2928,81.4
2929,80.5
2930,80.0
2931,79.3
2932,78.8
2933,78.4
2934,78.2
2935,77.9
2936,77.5
2937,77.3
2938,77.0
2939,76.8
2940,76.7
2941,76.5
2942,76.3
2943,76.1
2944,76.1
2945,76.0
2946,75.8
2947,75.8
2948,75.6
2949,75.6
2950,75.6
2951,75.8
2952,75.8
2953,76.0
2954,76.0
2955,76.0
2956,76.0
2957,75.8
2958,75.4
2959,75.3
2960,75.3
2961,74.9
2962,74.9
2963,74.7
2964,74.6
2965,74.6
2966,74.6
2967,75.1
2968,75.1
2969,75.3
2970,75.3
2971,75.3
2972,75.3
2973,75.3
2974,75.3
2975,75.3
2976,75.3
2977,75.3
2978,75.3
2979,75.3
2980,76.0
2981,76.1
2982,76.3
2983,76.7
2984,76.8
2985,77.0
2986,77.0
2987,77.2
2988,77.3
2989,77.3
2990,77.5
2991,77.5
2992,77.7
2993,77.7
2994,77.7
2995,77.9
2996,78.1
2997,78.1
2998,78.1
2999,78.2
3000,78.2
3001,78.4
3002,78.4
3003,78.4
3004,78.4
3005,78.6
3006,78.6
3007,78.6
3008,78.8
3009,78.8
3010,78.8
3011,78.8
3012,78.8
3013,78.9
3014,78.9
3015,78.9
3016,78.9
3017,78.9
3018,79.1
3019,79.1
3020,79.1
3021,79.1
3022,79.1
3023,79.1
3024,78.9
3025,78.4
3026,78.1
3027,77.3
3028,76.8
3029,76.5
3030,76.1
3031,75.8
3032,75.6
3033,75.4
3034,75.3
3035,75.1
3036,75.1
3037,74.9
3038,74.7
3039,74.7
3040,74.7
3041,74.6
3042,74.6
3043,74.6
3044,74.4
3045,74.4
3046,74.6
3047,74.7
3048,74.9
3049,74.9
3050,75.1
3051,75.1
3052,75.1
3053,74.9
3054,74.9
3055,74.6
3056,74.4
3057,74.4
3058,74.2
3059,74.2
3060,74.2
3061,74.1
3062,74.1
3063,74.2
3064,74.6
3065,74.6
3066,74.6
3067,74.6
3068,74.6
3069,74.6
3070,74.7
3071,74.7
3072,74.7
3073,74.7
3074,74.7
3075,74.7
3076,75.4
3077,75.8
3078,76.0
3079,76.1
3080,76.3
3081,76.5
3082,76.7
3083,76.7
3084,76.8
3085,76.8
3086,77.0
3087,77.0
3088,77.0
3089,77.2
3090,77.2
3091,77.3
3092,77.5
3093,77.5
3094,77.7
3095,77.7
3096,77.9
3097,78.1
3098,78.1
3099,78.1
3100,78.2
3101,78.2
3102,78.4
3103,78.4
3104,78.6
3105,78.6
3106,78.6
3107,78.6
3108,78.8
3109,78.8
3110,78.8
3111,78.9
3112,78.95714285714286
3113,79.01428571428572
3114,79.07142857142857
3115,79.12857142857143
3116,79.18571428571428
3117,79.24285714285716
3118,79.3
3119,79.3
3120,79.3
3121,78.9
3122,78.1
3123,77.3
3124,77.0
3125,76.5
3126,76.3
3127,76.0
3128,75.6
3129,75.4
3130,75.3
3131,75.1
3132,74.9
3133,74.9
3134,74.7
3135,74.7
3136,74.7
3137,74.7
3138,74.6
3139,74.4
3140,74.2
3141,74.2
3142,74.6
3143,74.7
3144,74.9
3145,74.9
3146,75.1
3147,75.1
3148,75.1
3149,75.1
3150,75.1
3151,74.7
3152,74.7
3153,74.6
3154,74.6
3155,74.4
3156,74.4
3157,74.6
3158,74.6
3159,74.68333333333331
3160,74.76666666666667
3161,74.85
3162,74.93333333333331
3163,75.01666666666667
3164,75.1
3165,75.1
3166,74.9
3167,74.9
3168,74.9
3169,74.9
3170,74.9
3171,74.9
3172,75.6
3173,76.0
3174,76.1
3175,76.5
3176,76.5
3177,76.7
3178,76.8
3179,76.8
3180,77.0
3181,77.0
3182,77.2
3183,77.2
3184,77.3
3185,77.3
3186,77.3
3187,77.5
3188,77.5
3189,77.7
3190,77.9
3191,77.9
3192,78.1
3193,78.2
3194,78.2
3195,78.4
3196,78.4
3197,78.6
3198,78.6
3199,78.8
3200,78.8
3201,78.8
3202,78.8
3203,78.9
3204,78.9
3205,78.9
3206,79.1
3207,79.1
3208,79.1
3209,79.1
3210,79.3
3211,79.3
3212,79.3
3213,79.5
3214,79.5
3215,79.5
3216,79.5
3217,79.3
3218,78.4
3219,77.7
3220,77.2
3221,76.7
3222,76.5
3223,76.1
3224,76.0
3225,75.8
3226,75.6
3227,75.4
3228,75.3
3229,75.1
3230,74.9
3231,74.9
3232,74.7
3233,74.7
3234,74.6
3235,74.6
3236,74.7
3237,74.6
3238,74.7
3239,75.1
3240,75.1
3241,75.1
3242,75.3
3243,75.3
3244,75.3
3245,75.1
3246,74.9
3247,74.6
3248,74.2
3249,74.2
3250,74.4
3251,74.2
3252,74.1
3253,74.1
3254,74.1
3255,74.1
3256,74.2
3257,74.4
3258,74.6
3259,74.6
3260,74.6
3261,74.6
3262,74.6
3263,74.6
3264,74.6
3265,74.6
3266,74.6
3267,74.7
3268,75.3
3269,75.6
3270,76.0
3271,76.1
3272,76.1
3273,76.5
3274,76.5
3275,76.7
3276,76.7
3277,76.8
3278,76.8
3279,77.0
3280,77.0
3281,77.0
3282,77.2
3283,77.3
3284,77.5
3285,77.7
3286,77.9
3287,77.9
3288,78.1
3289,78.2
3290,78.2
3291,78.4
3292,78.6
3293,78.6
3294,78.8
3295,78.8
3296,78.9
3297,78.9
3298,78.9
3299,79.1
3300,79.1
3301,79.1
3302,79.3
3303,79.3
3304,79.3
3305,79.5
3306,79.5
3307,79.5
3308,79.6
3309,79.6
3310,79.6
3311,79.6
3312,79.8
3313,79.6
3314,78.8
3315,78.1
3316,77.5
3317,76.8
3318,76.7
3319,76.3
3320,76.0
3321,75.8
3322,75.4
3323,75.3
3324,75.1
3325,75.1
3326,74.9
3327,74.7
3328,74.6
3329,74.6
3330,74.6
3331,75.1
3332,75.1
3333,74.9
3334,74.9
3335,74.9
3336,74.9
3337,74.9
3338,74.9
3339,74.9
3340,74.9
3341,74.7
3342,74.6
3343,74.2
3344,74.1
3345,74.1
3346,73.9
3347,73.7
3348,73.5
3349,73.7
3350,73.5
3351,73.4
3352,73.7
3353,73.9
3354,73.9
3355,73.9
3356,73.9
3357,74.1
3358,74.1
3359,74.1
3360,74.2
3361,74.2
3362,74.2
3363,74.2
3364,74.9
3365,75.3
3366,75.4
3367,75.6
3368,75.8
3369,76.0
3370,76.1
3371,76.1
3372,76.1
3373,76.3
3374,76.3
3375,76.5
3376,76.5
3377,76.5
3378,76.5
3379,76.7
3380,76.8
3381,77.0
3382,77.0
3383,77.2
3384,77.3
3385,77.3
3386,77.5
3387,77.5
3388,77.5
3389,77.7
3390,77.7
3391,77.7
3392,77.9
3393,77.9
3394,77.9
3395,78.1
3396,78.1
3397,78.1
3398,78.2
3399,78.2
3400,78.2
3401,78.4
3402,78.4
3403,78.4
3404,78.4
3405,78.6
3406,78.6
3407,78.6
3408,78.8
3409,78.8
3410,78.8
3411,78.8
3412,78.9
3413,78.9
3414,78.9
3415,78.9
3416,79.1
3417,78.8
3418,78.2
3419,77.7
3420,77.3
3421,77.0
3422,76.7
3423,76.3
3424,76.1
3425,76.1
3426,76.0
3427,75.8
3428,75.6
3429,75.4
3430,75.3
3431,75.1
3432,75.1
3433,75.1
3434,74.9
3435,74.7
3436,74.7
3437,74.7
3438,74.7
3439,74.7
3440,74.6
3441,74.6
3442,74.6
3443,74.6
3444,74.6
3445,74.6
3446,74.6
3447,74.6
3448,74.6
3449,74.6
3450,74.6
3451,74.6
3452,74.6
3453,74.6
3454,74.6
3455,74.6
3456,74.6
3457,74.4
3458,74.4
3459,74.4
3460,74.4
3461,74.2
3462,74.2
3463,74.2
3464,74.2
3465,74.2
3466,74.6
3467,74.7
3468,75.1
3469,75.3
3470,75.4
3471,75.6
3472,75.8
3473,75.8
3474,76.0
3475,76.1
3476,76.1
3477,76.3
3478,76.3
3479,76.5
3480,76.5
3481,76.7
3482,76.7
3483,76.8
3484,76.8
3485,76.8
3486,77.0
3487,77.0
3488,77.0
3489,77.2
3490,77.2
3491,77.3
3492,77.3
3493,77.3
3494,77.3
3495,77.5
3496,77.5
3497,77.5
3498,77.5
3499,77.7
3500,77.7
3501,77.7
3502,77.7
3503,77.7
3504,77.9
3505,77.9
3506,77.9
3507,77.9
3508,78.1
3509,78.1
3510,78.1
3511,78.1
3512,78.2
3513,78.2
3514,78.2
3515,78.2
3516,78.4
3517,78.4
3518,78.4
3519,78.6
3520,78.6
3521,78.6
3522,78.8
3523,78.8
3524,78.9
3525,78.9
3526,78.9
3527,78.9
3528,79.1
3529,79.1
3530,79.1
3531,79.3
3532,79.3
3533,79.4
3534,79.5
3535,79.6
3536,79.6
3537,79.6
3538,79.69999999999997
3539,79.8
3540,80.0
3541,80.0
3542,80.0
3543,80.2
3544,80.2
3545,80.3
3546,80.3
3547,80.3
3548,80.5
3549,80.5
3550,80.7
3551,80.7
3552,80.7
3553,80.7
3554,80.9
3555,80.9
3556,80.9
3557,80.9
3558,80.9
3559,80.9
3560,81.1
3561,81.1
3562,81.1
3563,81.1
3564,81.1
3565,81.1
3566,81.1
3567,81.1
3568,81.1
3569,81.2
3570,81.2
3571,81.2
3572,81.2
3573,81.2
3574,81.2
3575,81.2
3576,81.2
3577,81.2
3578,81.2
3579,81.4
3580,81.4
3581,81.4
3582,81.4
3583,81.4
3584,81.4
3585,81.4
3586,81.4
3587,81.4
3588,81.4
3589,81.4
3590,81.6
3591,81.6
3592,81.6
3593,81.6
3594,81.6
3595,81.6
3596,81.6
3597,81.6
3598,81.6
3599,81.2
3600,80.5
3601,80.2
3602,79.6
3603,79.1
3604,78.6
3605,78.2
3606,77.9
3607,77.7
3608,77.3
3609,77.2
3610,77.0
3611,76.7
3612,76.5
3613,76.5
3614,76.3
3615,76.1
3616,76.0
3617,76.0
3618,75.8
3619,75.8
3620,75.6
3621,75.6
3622,75.6
3623,75.8
3624,75.8
3625,75.8
3626,75.8
3627,75.8
3628,75.8
3629,75.6
3630,75.4
3631,75.3
3632,75.1
3633,75.1
3634,74.9
3635,74.9
3636,74.9
3637,74.6
3638,74.7
3639,74.7
3640,74.9
3641,75.1
3642,75.3
3643,75.3
3644,75.3
3645,75.3
3646,75.3
3647,75.3
3648,75.3
3649,75.3
3650,75.3
3651,75.3
3652,76.0
3653,76.3
3654,76.5
3655,76.7
3656,76.8
3657,77.0
3658,77.3
3659,77.3
3660,77.5
3661,77.5
3662,77.7
3663,77.7
3664,77.9
3665,77.9
3666,77.9
3667,78.1
3668,78.2
3669,78.2
3670,78.4
3671,78.4
3672,78.6
3673,78.6
3674,78.8
3675,78.8
3676,78.9
3677,78.9
3678,79.1
3679,79.1
3680,79.1
3681,79.3
3682,79.3
3683,79.3
3684,79.5
3685,79.5
3686,79.6
3687,79.6
3688,79.6
3689,79.8
3690,79.8
3691,79.8
3692,79.8
3693,80.0
3694,80.0
3695,80.0
3696,79.5
3697,78.8
3698,78.2
3699,77.7
3700,77.3
3701,77.0
3702,76.7
3703,76.3
3704,76.0
3705,75.8
3706,75.6
3707,75.4
3708,75.3
3709,75.19999999999997
3710,75.1
3711,74.9
3712,74.9
3713,74.9
3714,74.9
3715,74.7
3716,74.6
3717,74.6
3718,74.75
3719,74.9
3720,74.9
3721,75.1
3722,75.1
3723,75.1
3724,75.1
3725,74.9
3726,74.7
3727,74.6
3728,74.4
3729,74.2
3730,74.2
3731,74.1
3732,73.9
3733,73.9
3734,73.9
3735,73.9
3736,74.4
3737,74.6
3738,74.6
3739,74.6
3740,74.6
3741,74.6
3742,74.6
3743,74.6
3744,74.6
3745,74.6
3746,74.6
3747,74.6
3748,75.4
3749,76.0
3750,76.1
3751,76.5
3752,76.7
3753,76.8
3754,76.8
3755,77.0
3756,77.2
3757,77.3
3758,77.5
3759,77.7
3760,77.7
3761,77.9
3762,78.1
3763,78.1
3764,78.2
3765,78.4
3766,78.4
3767,78.6
3768,78.6
3769,78.8
3770,78.8
3771,78.8
3772,78.9
3773,78.9
3774,79.1
3775,79.1
3776,79.1
3777,79.3
3778,79.3
3779,79.3
3780,79.5
3781,79.5
3782,79.5
3783,79.5
3784,79.6
3785,79.6
3786,79.6
3787,79.8
3788,79.8
3789,79.8
3790,80.0
3791,80.0
3792,79.6
3793,78.8
3794,78.4
3795,77.7
3796,77.3
3797,77.0
3798,76.7
3799,76.3
3800,76.1
3801,75.8
3802,75.6
3803,75.4
3804,75.3
3805,75.1
3806,74.9
3807,74.9
3808,74.9
3809,74.6
3810,74.6
3811,74.4
3812,74.4
3813,74.4
3814,74.6
3815,74.9
3816,74.9
3817,75.1
3818,75.1
3819,75.1
3820,75.1
3821,75.1
3822,74.9
3823,74.7
3824,74.5
3825,74.3
3826,74.1
3827,74.1
3828,74.1
3829,74.1
3830,74.1
3831,74.1
3832,74.2
3833,74.4
3834,74.6
3835,74.6
3836,74.6
3837,74.6
3838,74.6
3839,74.4
3840,74.6
3841,74.6
3842,74.6
3843,74.6
3844,75.6
3845,75.8
3846,76.1
3847,76.3
3848,76.5
3849,76.7
3850,76.8
3851,77.0
3852,77.2
3853,77.3
3854,77.3
3855,77.5
3856,77.7
3857,77.9
3858,77.9
3859,78.1
3860,78.1
3861,78.2
3862,78.2
3863,78.4
3864,78.6
3865,78.6
3866,78.6
3867,78.8
3868,78.8
3869,78.8
3870,78.9
3871,78.9
3872,78.9
3873,79.1
3874,79.1
3875,79.1
3876,79.1
3877,79.3
3878,79.3
3879,79.3
3880,79.5
3881,79.5
3882,79.5
3883,79.5
3884,79.6
3885,79.6
3886,79.6
3887,79.8
3888,79.6
3889,78.9
3890,78.2
3891,77.9
3892,77.3
3893,77.0
3894,76.7
3895,76.5
3896,76.1
3897,75.8
3898,75.4
3899,75.4
3900,75.1
3901,74.9
3902,74.7
3903,74.6
3904,74.6
3905,74.6
3906,74.6
3907,74.4
3908,74.2
3909,74.2
3910,74.6
3911,74.7
3912,74.7
3913,74.9
3914,74.9
3915,74.9
3916,74.9
3917,74.9
3918,74.9
3919,74.9
3920,74.9
3921,74.9
3922,74.9
3923,74.9
3924,75.1
3925,75.1
3926,75.1
3927,75.3
3928,75.3
3929,75.3
3930,75.3
3931,75.3
3932,75.3
3933,75.3
3934,75.3
3935,75.3
3936,75.4
3937,75.4
3938,75.4
3939,75.6
3940,76.3
3941,76.3
3942,76.7
3943,76.8
3944,77.0
3945,77.0
3946,77.2
3947,77.3
3948,77.5
3949,77.5
3950,77.7
3951,77.9
3952,77.9
3953,77.9
3954,78.1
3955,78.1
3956,78.2
3957,78.2
3958,78.4
3959,78.4
3960,78.4
3961,78.6
3962,78.6
3963,78.6
3964,78.69999999999997
3965,78.8
3966,78.8
3967,78.8
3968,78.9
3969,78.9
3970,78.9
3971,79.1
3972,79.1
3973,79.1
3974,79.1
3975,79.3
3976,79.3
3977,79.3
3978,79.3
3979,79.3
3980,79.5
3981,79.5
3982,79.5
3983,79.5
3984,79.6
3985,79.6
3986,79.6
3987,79.6
3988,79.6
3989,79.8
3990,79.8
3991,79.8
3992,79.8
3993,79.8
3994,80.0
3995,80.0
3996,80.0
3997,80.0
3998,80.0
3999,80.2
4000,80.2
4001,80.2
4002,80.2
4003,80.3
4004,80.3
4005,80.3
4006,80.3
4007,80.3
4008,80.5
4009,80.5
4010,80.5
4011,80.5
4012,80.5
4013,80.7
4014,80.7
4015,80.7
4016,80.7
4017,80.7
4018,80.7
4019,80.7
4020,80.7
4021,80.7
4022,80.9
4023,80.9
4024,80.9
4025,80.9
4026,80.9
4027,80.9
4028,80.9
4029,80.9
4030,80.9
4031,80.9
4032,80.9
4033,80.9
4034,80.9
4035,81.1
4036,81.1
4037,81.1
4038,81.1
4039,81.1
4040,81.1
4041,81.1
4042,81.1
4043,81.1
4044,81.1
4045,81.1
4046,81.1
4047,81.1
4048,81.1
4049,81.1
4050,81.1
4051,81.1
4052,81.1
4053,81.1
4054,81.1
4055,81.1
4056,81.1
4057,81.1
4058,81.1
4059,81.1
4060,81.1
4061,81.1
4062,81.1
4063,81.1
4064,81.1
4065,81.1
4066,81.1
4067,81.1
4068,81.1
4069,81.1
4070,81.1
4071,81.1
4072,81.1
4073,81.1
4074,81.1
4075,81.1
4076,81.1
4077,81.1
4078,81.1
4079,81.1
4080,81.1
4081,80.9
4082,80.9
4083,80.9
4084,80.9
4085,80.9
4086,80.9
4087,80.9
4088,81.1
4089,80.9
4090,80.3
4091,79.6
4092,79.1
4093,78.6
4094,78.1
4095,78.0
4096,77.9
4097,77.5
4098,77.3
4099,77.3
4100,77.0
4101,76.8
4102,76.7
4103,76.7
4104,76.5
4105,76.3
4106,76.3
4107,76.1
4108,76.0
4109,76.0
4110,75.8
4111,75.8
4112,75.6
4113,75.6
4114,75.6
4115,75.4
4116,75.4
4117,75.4
4118,75.4
4119,75.3
4120,75.3
4121,75.4
4122,75.3
